                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     300                                      460                  1.5000000000000000E+001                  2.0000000000000000E-002                  2.4409114247478722E+006                  1.7993520048725820E+005                  2.9497613725164043E+004                  2.0975267826949043E+004                  5.5531425950094162E+000                 -5.9212316954234083E+000                  5.7902594556781795E-001                  5.7484573333656139E-008                  4.0122282633815115E-001                  1.2452498632481050E-004                  1.0616226963720280E-002                  3.0137687845710414E-003                  2.1288213024770433E-003                  1.4999963185702338E+001                  0.0000000000000000E+000                  1.0007648281520767E+001                  2.0968816507275186E-004                  4.6911591751371793E+000                  2.5443583356118137E-002                  7.1478554246760848E-002                  1.1407437591627104E-001                  3.1932241166094569E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4999963182488571E+001                  5.5365630743116547E+000                  1.4999963144977439E+001                  5.5035492695329875E+000                  3.3829588354048799E+004                  4.5343348110477273E+004                  7.1512618143690024E+006                  2.1018875605340152E+004                  2.1002908398818159E+004                  1.3588379984784960E-029                  1.4384481344646140E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.7030648839852484E+013                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20221016" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 1.4999963185702338E+001                  5.5531425950094162E+000                  2.0975267826949043E+004                  5.9608878465576818E+003                 -8.9698055113239548E+000                  4.4703648619305305E+000                  2.3410159218722434E+013                  4.2518188319494861E+001                  2.0430975618205333E+009                  1.4433873862220483E+000                  2.6842706199406902E-001                  6.4955927032976557E-001                  7.7005066897155505E-001                  8.4995116692993911E-001                  4.0413743182607491E+003                  1.9195135282969331E+003                  1.4963021022160153E-001                  1.4963021022160153E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7944066490068240E+000                  1.5719892097477792E-028                  1.5719892097477798E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.2889970692784784E-030                  0.0000000000000000E+000                 -3.0867118552153059E-003                  6.9999999999999996E-001                  2.9797635251138597E-005                  2.7997020236474884E-001                  3.4897379899894712E-003                  1.0222575547052821E-003                  9.4913545804639135E-003                  2.1288213024770429E-003                  8.1081192470631167E-004                  8.9476020801385232E-004                  4.4591876250041134E-004                  8.8048009653290043E-005                  7.8728240015171823E-005                  1.0060234641279087E-099                  1.0060234641280439E-099                  1.0060234641279200E-099                  8.9681194949652135E-005                  1.4598802325256118E-003                  0.0000000000000000E+000                 -1.7713742259019156E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999963185694838E+001                  5.5530360643300236E+000                  2.0975267826949043E+004                  6.1300633106509549E+003                 -8.9572539219032059E+000                  4.4722067265961210E+000                  2.3373892139596719E+013                  4.2436344315502581E+001                  2.0116549019085732E+009                  1.4427302425599797E+000                  2.6845498630788850E-001                  6.4953198987984861E-001                  7.7086729080373473E-001                  8.4995116692993911E-001                  4.1777089987840618E+003                  1.9523543118668931E+003                  1.5088077200372566E-001                  1.5088077200372566E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8219397356046065E+000                  1.6180858135742236E-028                  1.6180858135742245E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.4734139880273770E-030                  0.0000000000000000E+000                 -3.7115209902407772E-003                  6.9999999999999996E-001                  2.9797635251138604E-005                  2.7997020236474884E-001                  3.4897379899894720E-003                  1.0222575547052821E-003                  9.4913545804639135E-003                  2.1288213024770429E-003                  8.1081192470631189E-004                  8.9476020801385265E-004                  4.4591876250041145E-004                  8.8048009653290043E-005                  7.8728240015171836E-005                  1.0060324951263386E-099                  1.0060324951265189E-099                  1.0060324951265303E-099                  8.9681194949652135E-005                  1.4598802325256118E-003                  0.0000000000000000E+000                 -1.7690150361996022E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999963185678391E+001                  5.5528091027631268E+000                  2.0975267826949043E+004                  6.3624798175874539E+003                 -8.9408399592439078E+000                  4.4747320510518662E+000                  2.3335623105224812E+013                  4.2333727680317047E+001                  1.9738929447957120E+009                  1.4415506797418456E+000                  2.6840776110757153E-001                  6.4949124190614138E-001                  7.7167970255661711E-001                  8.4995116692993911E-001                  4.3641832897737149E+003                  1.9982965278137387E+003                  1.5627357290332186E-001                  1.5627357290332186E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8587792350637440E+000                  1.6804130477698429E-028                  1.6804130477698445E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7227641685259942E-030                  0.0000000000000000E+000                 -4.4146918441876799E-003                  6.9999999999999996E-001                  2.9797635251138604E-005                  2.7997020236474884E-001                  3.4897379899894720E-003                  1.0222575547052821E-003                  9.4913545804639135E-003                  2.1288213024770429E-003                  8.1081192470631189E-004                  8.9476020801385265E-004                  4.4591876250041145E-004                  8.8048009653290043E-005                  7.8728240015171836E-005                  1.0060325410354838E-099                  1.0060325410356643E-099                  1.0060325410356765E-099                  8.9681194949652135E-005                  1.4598802325256118E-003                  0.0000000000000000E+000                 -1.7660034576477688E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999963185661942E+001                  5.5525905414941557E+000                  2.0975267826949043E+004                  6.6784112972121220E+003                 -8.9199127888964451E+000                  4.4781484921860955E+000                  2.3302101338786223E+013                  4.2211033379587377E+001                  1.9312404468746405E+009                  1.4394663350067716E+000                  2.6818311960022800E-001                  6.4942935139965952E-001                  7.7195079994365490E-001                  8.4995116692993911E-001                  4.6162354389597749E+003                  2.0621758582523476E+003                  1.6148581559229711E-001                  1.6148581559229711E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9071687085319635E+000                  1.7633718700176855E-028                  1.7633718700176868E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0546543537462754E-030                  0.0000000000000000E+000                 -5.1351821239509141E-003                  6.9999999999999996E-001                  2.9797635251138604E-005                  2.7997020236474884E-001                  3.4897379899894720E-003                  1.0222575547052821E-003                  9.4913545804639135E-003                  2.1288213024770429E-003                  8.1081192470631189E-004                  8.9476020801385265E-004                  4.4591876250041145E-004                  8.8048009653290043E-005                  7.8728240015171836E-005                  1.0060325608419995E-099                  1.0060325608421802E-099                  1.0060325608421926E-099                  8.9681194949652135E-005                  1.4598802325256118E-003                  0.0000000000000000E+000                 -1.7623259792065344E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999963185633684E+001                  5.5522326309006784E+000                  2.0975267826949043E+004                  7.0779241515479553E+003                 -8.8954706096790694E+000                  4.4824378107029350E+000                  2.3285828778961656E+013                  4.2079988549204572E+001                  1.8893815816310654E+009                  1.4360863835509852E+000                  2.6763163489569952E-001                  6.4933567563037975E-001                  7.7123908880284853E-001                  8.4995116692993911E-001                  4.9326491484289345E+003                  2.1452750031190203E+003                  1.7003661879072762E-001                  1.7003661879072762E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9658230093710674E+000                  1.8654641987173509E-028                  1.8654641987173518E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4630912259631169E-030                  0.0000000000000000E+000                 -5.7281150849900963E-003                  6.9999999999999996E-001                  2.9797635251138604E-005                  2.7997020236474884E-001                  3.4897379899894720E-003                  1.0222575547052821E-003                  9.4913545804639135E-003                  2.1288213024770429E-003                  8.1081192470631189E-004                  8.9476020801385265E-004                  4.4591876250041145E-004                  8.8048009653290043E-005                  7.8728240015171836E-005                  1.0060325774485940E-099                  1.0060325774487747E-099                  1.0060325774487872E-099                  8.9681194949652135E-005                  1.4598802325256118E-003                  0.0000000000000000E+000                 -1.7582641617487980E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999963185605425E+001                  5.5518942648080802E+000                  2.0975267826949043E+004                  7.6773395388180652E+003                 -8.8623980313322228E+000                  4.4887923236914204E+000                  2.3305414778605234E+013                  4.1922531936402748E+001                  1.8464415496739621E+009                  1.4294304104346671E+000                  2.6631287068556797E-001                  6.4917680127313349E-001                  7.7039613573586740E-001                  8.4995116692993911E-001                  5.4027605435184259E+003                  2.2745789952996388E+003                  1.7808140834951411E-001                  1.7808140834951411E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0491961779513530E+000                  2.0130782619151451E-028                  2.0130782619151465E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.0536451592080974E-030                  0.0000000000000000E+000                 -6.1111752447011785E-003                  6.9999999999999996E-001                  2.9797635251138604E-005                  2.7997020236474884E-001                  3.4897379899894720E-003                  1.0222575547052821E-003                  9.4913545804639135E-003                  2.1288213024770429E-003                  8.1081192470631189E-004                  8.9476020801385265E-004                  4.4591876250041145E-004                  8.8048009653290043E-005                  7.8728240015171836E-005                  1.0060325961927309E-099                  1.0060325961929118E-099                  1.0060325961929248E-099                  8.9681194949652135E-005                  1.4598802325256118E-003                  0.0000000000000000E+000                 -1.7529520208868245E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999963185548909E+001                  5.5512670449689780E+000                  2.0975267826949043E+004                  8.4894263731169904E+003                 -8.8231872504066917E+000                  4.4972104738106378E+000                  2.3395398823005621E+013                  4.1760948030521263E+001                  1.8168121400713627E+009                  1.4173624170526837E+000                  2.6372238469524401E-001                  6.4894188709053646E-001                  7.7297213055808689E-001                  8.4995116692993911E-001                  6.0314730869062005E+003                  2.4579532862107903E+003                  1.9281383852120870E-001                  1.9281383852120870E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1547784782751842E+000                  2.2032961545983532E-028                  2.2032961545983554E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.8146426025690262E-030                  0.0000000000000000E+000                 -5.9262498495478190E-003                  6.9999999999999996E-001                  2.9797635251138604E-005                  2.7997020236474884E-001                  3.4897379899894720E-003                  1.0222575547052821E-003                  9.4913545804639135E-003                  2.1288213024770429E-003                  8.1081192470631189E-004                  8.9476020801385265E-004                  4.4591876250041145E-004                  8.8048009653290043E-005                  7.8728240015171836E-005                  1.0060333210102040E-099                  1.0060333210103884E-099                  1.0060333210104111E-099                  8.9681194949652135E-005                  1.4598802325256118E-003                  0.0000000000000000E+000                 -1.7464991954286194E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 1.4999963185490625E+001                  5.5506759183902101E+000                  2.0975267826949043E+004                  9.3143695788264686E+003                 -8.7886179581599482E+000                  4.5055147836419520E+000                  2.3547475704303109E+013                  4.1648201908773423E+001                  1.8141021462922943E+009                  1.4020469295862992E+000                  2.6005655879715917E-001                  6.4860914201882669E-001                  7.7368624104770800E-001                  8.4995116692993911E-001                  6.6610420428090365E+003                  2.6533275360174325E+003                  2.0633103811087167E-001                  2.0633103811087167E-001                  0.0000000000000000E+000                  2.9614850887124392E-005                  2.2547783268419472E+000                  2.3858519454392334E-028                  2.3858519454392352E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.5449865683283812E-030                  0.0000000000000000E+000                 -5.0717681135659144E-003                  6.9999999999999996E-001                  2.9797635251138604E-005                  2.7997020236474884E-001                  3.4897379899894720E-003                  1.0222575547052821E-003                  9.4913545804639135E-003                  2.1288213024770429E-003                  8.1081192470631189E-004                  8.9476020801385265E-004                  4.4591876250041145E-004                  8.8048009653290043E-005                  7.8728240015171836E-005                  1.0060333443620887E-099                  1.0060333443622733E-099                  1.0060333443622962E-099                  8.9681194949652135E-005                  1.4598802325256118E-003                  0.0000000000000000E+000                 -1.7413215325098015E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  3.9200649836524377E+000 
                 1.4999963185432339E+001                  5.5501299089317060E+000                  2.0975267826949043E+004                  1.0139637456764009E+004                 -8.7582677968682656E+000                  4.5135582431842618E+000                  2.3749978447587578E+013                  4.1574595414704163E+001                  1.8331344757382269E+009                  1.3844998639202630E+000                  2.5553861068360084E-001                  6.4815842463326612E-001                  7.7311802383746975E-001                  8.4995116692993911E-001                  7.2822791574361299E+003                  2.8573582993278778E+003                  2.1828821424669489E-001                  2.1828821424669489E-001                  0.0000000000000000E+000                  2.1900896177415937E-004                  2.3483685812896971E+000                  2.5585555776250756E-028                  2.5585555776250770E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0235915380012003E-029                  0.0000000000000000E+000                 -3.6974492203206209E-003                  6.9999999999999996E-001                  2.9797635251138604E-005                  2.7997020236474884E-001                  3.4897379899894720E-003                  1.0222575547052821E-003                  9.4913545804639135E-003                  2.1288213024770429E-003                  8.1081192470631189E-004                  8.9476020801385265E-004                  4.4591876250041145E-004                  8.8048009653290043E-005                  7.8728240015171836E-005                  1.0060333497147833E-099                  1.0060333497149678E-099                  1.0060333497149908E-099                  8.9681194949652135E-005                  1.4598802325256118E-003                  0.0000000000000000E+000                 -1.7371946597638956E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  4.7952592462834023E+000 
                 1.4999963185374055E+001                  5.5496206571252156E+000                  2.0975267826949043E+004                  1.0965208293790514E+004                 -8.7313332084014217E+000                  4.5213338033439783E+000                  2.3994437903362199E+013                  4.1529278166829052E+001                  1.8693522094214454E+009                  1.3656125536059345E+000                  2.5047017206431388E-001                  6.4759050528966466E-001                  7.7420555355412513E-001                  8.4995116692993911E-001                  7.8957132044064883E+003                  3.0694950893840269E+003                  2.2884088421054322E-001                  2.2884088421054322E-001                  0.0000000000000000E+000                  8.1503139619600864E-004                  2.4359292926414287E+000                  2.7222659311368637E-028                  2.7222659311368646E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0890865125889309E-029                  0.0000000000000000E+000                 -1.9108589994329419E-003                  6.9999999999999996E-001                  2.9797635251138604E-005                  2.7997020236474884E-001                  3.4897379899894720E-003                  1.0222575547052821E-003                  9.4913545804639135E-003                  2.1288213024770429E-003                  8.1081192470631189E-004                  8.9476020801385265E-004                  4.4591876250041145E-004                  8.8048009653290043E-005                  7.8728240015171836E-005                  1.0060333515358215E-099                  1.0060333515360063E-099                  1.0060333515360294E-099                  8.9681194949652135E-005                  1.4598802325256118E-003                  0.0000000000000000E+000                 -1.7335307365606020E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  5.3728941270798405E+000 
                 1.4999963185315769E+001                  5.5491419440336580E+000                  2.0975267826949043E+004                  1.2036239976185409E+004                 -8.7005941661497062E+000                  4.5310416786234748E+000                  2.4369170290455668E+013                  4.1505775332693460E+001                  1.9368798336943278E+009                  1.3406095278904682E+000                  2.4347694002435180E-001                  6.4666258553803879E-001                  7.7829634814527759E-001                  8.4995116692993899E-001                  8.6796488349281608E+003                  3.3565911412572473E+003                  2.3806915076545693E-001                  2.3806915076545693E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5405107920501795E+000                  2.9219373043321008E-028                  2.9219373043321008E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1689682746937185E-029                  0.0000000000000000E+000                  9.7977167990476372E-004                  6.9999999999999984E-001                  2.9797635251138625E-005                  2.7997020236474879E-001                  3.4897379899894746E-003                  1.0222575547052825E-003                  9.4913545804639135E-003                  2.1288213024770425E-003                  8.1081192470631254E-004                  8.9476020801385352E-004                  4.4591876250041183E-004                  8.8048009653290043E-005                  7.8728240015171863E-005                  1.0060553346244176E-099                  1.0060553346247118E-099                  1.0060553346249185E-099                  8.9681194949652135E-005                  1.4598802325256116E-003                  0.0000000000000000E+000                 -1.7292700773289294E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
